poesia;EricDubois;"Écrivain. https://t.co/aXzw3voWLP Revue / association/ édition @capitaldesmots  Photo : © Peter Gabor, 2017. Compte officiel."
poesia;AlphO879;"Conseil Communication #MusicArts #ONDIFRayCharles #PJBianco #Politics ex #AgentArtistique #CitoyenDuMonde #Egalite #VIH @SOROKGUILLAUME  @Simporeeric @SEIRMIC"
poesia;mohamedabdoube1;"Né a Fes en 18/04/1950 Architecte de formations.Retraite."
poesia;Philinte4;"Lecture, écriture."
poesia;roseben31;""
poesia;locutorespirita;"Canal de divulgação da doutrina espirita espírita idealizado pelo locutor Jardel Gomes Nascimento."
poesia;LaurenceFritsch;"Des mots, objets et couleurs. De la poésie, de la nanopoésie et des haïkus."
poesia;vrenanan;"j'aime la belle musique, les bonnes voitures, les gentil(le)s et oui les chats, la nature et la beauté"
poesia;DomJDom;"Ingénieur des #ArtsetMétiers  Soutien de l'Association de Défense des Investisseurs et des Mandataires, à @Cabinet_Noir et à @ANTI_NANTI"
poesia;cesar_tco_vald;|"Ingeniero Comercial, letrado,  buena conversación, un buen vino, bicicleta y otros. 💥👀🔮
𝓢𝓲𝓮𝓶𝓹𝓻𝓮 𝓿𝓸𝓵𝓪𝓷𝓭𝓸 𝓪𝓵𝓽𝓸."|
poesia;thrsdaynight;"Poetry. Prose. Perspective."
poesia;alaindu891;"Gaucher de Gauche, milite depuis 1976. Je ne twitte qu en mon nom"
poesia;ansart4;"aime peinture nature   arts   voyages suit ce qui se passe au proche et moyen orient ou j'ai des amis"
poesia;BabyGirl4xs;|"Nos musicalités s'accordent si bien à nos corps à cœurs. 
In bed with @MisterCoolos
#JLM2022"|
poesia;ABMichle1;|"Autrice poétique mais pas que 🙄
Ni listes, Ni MP indélicats & tendancieux ⛔

Mon dernier recueil sous contrat d'éditeur :
https://t.co/Hngqvb37jf…"|
poesia;grarulfr_;"I'm a collective, we are no one and everyone."
poesia;BleueEvelyne;"Femme petit gabarit grand sens de l'humour et dérision poétique"Je laisserai mes pas sur le sable" édité par La Porte.3livrets de micropoésies chez AetH"
poesia;Artudacamelot5;""
poesia;lerman_alix;"Poétesse,  j'aime écrire, faire des vers, trouver des résonances entre les mots."
poesia;Orfeo_111;"poeta, lamentablemente"
poesia;navanan3;"Femme, 3 enfants ... Aimer. ❤️ C'est un soleil dans la vie, une étoile qui nous guide la nuit, une mélodie sans bruit...❤️"
poesia;franceindia2016;"Le Taj Mahal, merveille de marbre blanc et  symbole de l'Amour absolu qui perdure au delà de la mort de l'être adoré...."
poesia;christleo14;"Producteur,Scénariste et Réalisateur cinéma au Bénin à Zion Production"
poesia;ZGraphix88;"Sudanese graphic and fashion designer 🐝 #beyhive  “Everyone thinks of changing the world but no one thinks of changing himself” Leo Tolstoy"
poesia;LemireHenri;|"Écolo pratiquant (jardin, verger), lecteur  assidu (romans, poésie, en particulier haïkus) laïque, allergique aux 
dogmatismes, fanatismes."|
poesia;Olibrius45;"Bon à rien, mais prêt à tout!"
poesia;anthos965iclou1;"🌻🌈☘️a volte le parole scritte🎈 parlano di me🌞🧸🎡ed in esse sono un semplice sorriso"
poesia;BeneteauSabrina;""
poesia;gwenenuts;|"L'émotion est le tatouage du coeur
L'émerveillement est l'antidote de la vieillesse
Emotion is the tattoo of the heart
Wonder is the antidote of old age
gwen"|
poesia;marianogenio1;"Dicen que tengo buena mierda."
poesia;anton1955;"@anton1955 Tweeter, c'est comme ouvrir les yeux pour vérifier qu’on est bien endormi. Représentant en tankas et autres haïkus. Ni prospection ni porte à porte."
poesia;mrs_saeki;|"☡NO DM☠

''Ainsi repose un univers immense
Dans le berceau d’une petite éternité.''"|
poesia;SyllViie10;|"Carpe Diem - Que de l'amitié... Pour le reste ⛔ passez votre chemin..... ⛔
Fuck le crabe... bientôt 12 ans ...."|
poesia;Lavikka8;|"You is you ... 
me is me 
✍️.. sweetie"|
poesie;ordissinaute;"Ordissinaute, le site des utilisateurs d'Ordissimo"
poesie;ThomasSpok;|"Farfouilleur amateur de mythes modernes et classiques :
https://t.co/2OLz6R7TTd
#littérature #poésie #comics #histoire #mythe
Punk arthurien d'après @ThomasGeha"|
poesie;RFIculture;"L'actualité culturelle internationale - sans frontières et sans oublier l'#Afrique. @RFI #cinéma #littérature #expositions #arts #numérique #musique #médias"
poesie;gerantupal;|"m'esbahys bien fort comment le monde ne pont, veu qu'il faict si beau couver . 
Rabelais."|
poesie;AKALouisPoete;"Poète/Auteur x Illustrateur...  Poet/Author x Illustrator... Auteur d'Opus Poétiques/Author of Poetic Opuses... ©"
poesie;chantal_colland;"Fan à Vie de Christophe Willem, Passionnée par la Danse,la Peinture (Aquarelle, StreetArt), les Enfants, les Animaux, ...Curieuse de tout mais hais la Vulgarité"
poesie;Zorogosucceed;Description non trouvée
poesie;PrinceMots14;"Poète. #poet #poetry ∆Deux recueils publiés. Premières Étincelles, Réminiscences. ∆∆ #poesie #haiku #art  https://t.co/G2aei3T7SH"
poesie;TextesalaPelle;"Le grand inventaire des concours d'écriture et appels à textes du web francophone. #appelatextes #concoursecriture #concoursnouvelles #at #jeprendslaplume"
poesie;beauvais0619;"Poète,chez Voix Tissées,l'Atelier de Groutel,Flammes Vives, Unicité,revues Poésie/Première,Portulan bleu."
poesie;QueneauCmmp;|"Tous les jours un poème de Cent Mille Milliards de Poèmes de Raymond Queneau.

Savoir plus: https://t.co/4BwtL73Ilg"|
poesie;Fleur_deLune971;|"Le poème est l'amour réalisé du désir demeuré désir ~ René Char
#poésie #love #6mots #citation #ligue_des_optimistes"|
poesie;shopfanamazon;"follow me and see the best deal and gadgets on amazon"
poesie;Lucia_BK;"Babyboomer #Letseconomy #health #photography #ProPalestineactivist #BDS  Albert Einstein: It's easier to split an atom  than to change an idea."
poesie;myowndocumenta;"MyOwnDocumenta est un objet virtuel identifié par les artistes eux-mêmes qui posent, le temps d’une résidence infinie, les traces de leurs projets en cours."
poesie;KreenDream;Description non trouvée
poesie;laudemarsss;"📷JL Bertin"
poesie;phparrot;"Avaleur d'idées, Tricoteur de mots, Agenceur de rimes. Comme l'ont fait, à cette heure, plus de 1 000 000 de lecteurs, découvrez tous mes écrits sur mon blog !"
poesie;ladega1957;Description non trouvée
poesie;ConcoursTwittos;"Gagnez en visibilité pour vos concours. Ne passez plus jamais à côté des meilleures occasions de remporter le gros lot !! Une donation = 1 RT ou Pub"
poesie;Chouny111;|"un café s'écrit : il faut se lever !
ne le laissez pas retomber,
dans le fond la chute n'est pas si dure."|
poesie;ALBonniel;|"Attachée de presse aux Éditions La Table Ronde. 
Ceci est un compte personnel."|
poesie;Jeandamerique;"écrivain • dir. du festival @transepoetique porté par @LoqueUrbaine • nouveaux livres : Atelier du silence (Cheyne) et Cathédrale des cochons (éd. @Theatrales)"
poesie;les_ecrits_fr;|"Poésies, Poèmes, Récits, Réflexions, Ecrits divers... Un espace pour lire, s'exprimer, communiquer, transmettre...
Sur facebook https://t.co/b7ZOxUnEg1"|
poesie;TweetDePoemes;"Nous retweetons les plus beaux tweets poétiques #poésie #lecture #twittérature #EcritureNumérique #poetweet #webpoesie #littérature tweetdepoemes@gmail.com"
poesie;R2NChateau;"Poète compulsif,acharné,forcené.La lie-tté-rature,c'est ma biture,mon kiffe,my life.Rameutez vos amis,vos familles,vos chat(te)s,vos canaris.Et qu'on s'éclate!"
poesie;levagabondbleu;"Depuis 2016, j'écris des haïkus. Errant dans les rêveries esseulées, les langages de l'univers, l'alchimie des silences et les artéfacts de la pensée sauvage."
poesie;Tiphaine_Lsnz;"Un peu de tout, un peu de rien mais surtout beaucoup de moi"
poesie;Laurent_Artufel;"Entertainer /Autobiographie disponible aux Éditions @jetsdencre Contact Presse : Barra Khoule 01 48 86 18 76 @artufelradio"
poesie;magnifyk;Description non trouvée
poesie;auroracotedazur;"— Ne rien prévoir, sinon l’imprévisible. Ne rien attendre, sinon l’inattendu – 𝘊𝘩𝘳𝘪𝘴𝘵𝘪𝘢𝘯 𝘉𝘰𝘣𝘪𝘯__ ♥ : 📚 🎬 🎨 🌿 📷 🎶"
poesie;Mayfa_Gibbs;|"I rather enjoy music 🎶

Rock'n Roll, Hip-Hop, Techno, Classical & more 🤩

👩‍🎤 Booking/Production"|
poesie;paul_barbieri;"chants sombres #chanson #poésie #alcool #football"
poesie;spacy_m;"75 liner, amateur writer, loveeees reading and binge watching some good TV shows,  A.R.M.Y. mom  WWH SeokJin biased , ATINY, MOA, STAY and more"
poesie;SabrinaLger1;|"Autrice et poète 
📧 sabrina.leger19@gmail.com
🎊 Mettez de la #poésie et de la #poésitivité dans :
📌 votre vie  / 📌 vos romans  /📌 votre business"|
poesie;son_bilboquet;|"Mari💑 @yeux_c ,père 👨‍👩‍👧‍👦, bousculé par la vie ⛈, des désirs plein la tête mais ne sait pas quoi en faire.
#ouvertdesprit #érotisme #haiku #écriture"|
poesie;jbfavre;"@Debian dev, SRE lead @BlablacarEng, singer, composer and other things… Personal views"
poesie;sudiste78;"Un peu de sud dans le 78... documentaliste peinture et bébé archiviste au @c2rmf, généalogiste amateur [compte perso] #archives #généalogie #numérique #musées"
poesie;hugfon;|"Auteur-photographe, réalisateur || Editeur externe || commissaire d'exposition ||
https://t.co/imrLLVgjlK
https://t.co/33X1YZ4miv
https://t.co/Zoxbz67JfZ"|
poesie;indignee19;"❤️Je vis pour un instant............ et le reste du temps, je rêve que je dors……je rêve que je rêve......…"
poesie;BleueEvelyne;"Femme petit gabarit grand sens de l'humour et dérision poétique"Je laisserai mes pas sur le sable" édité par La Porte.3livrets de micropoésies chez AetH"
poesie;ladega1959;Description non trouvée
poesie;666_rolf;"gespannt darauf, bei Twitter neue Sachen entdecken zu können"
poesie;Faustruy;|"#Poésie #Haïku #Tanka dans les ♥, 140 signes pile @Fastwoosh, 280 signes pile @delevrance #Twoosh & #1mot1haïku !
#Littérature #Twittérature #Poème
❣️ƨυnǝvnǝiꓭ"|
poesie;o_franco_aleman;|"frontalier - Grenzgänger - raiano              
(all photos are mine, except RT- RESPECT COPYRIGHT!)
-don't follow 2 unfollow or if you only like your own stuff"|
poesie;Sailor_Flo;"PhD en Physique • SFFF 🐸 • Autrice de Rouille et des Noces de la renarde aux éditions Scrinéo  #agressiveagressive"
poesie;LePontCreatif;"Auteur/Graphiste 🦓 mon hobby one : planchas de mots-images 🥘Torréfacteur de mots de tête & d’aphorismes ☕️ Exhausteur d’haïkus 🍰Shaker d’anagrammes & 6mots🍸"
poesie;zazafontaine42;|"Foot, L'écriture, le dessin et la photo.
Follow : @KatanaHugo @KristinLisaCar1"|
poesie;midolisauvage;"art critic(member of aica), たぶん🐈の一種、お酒🍶が好き、写真も撮るよ"
poesie;PatouPat51;"Le souvenir, c'est la présence invisible (Victor Hugo). Je n'ai pas de rides, mais plein de rayons de soleil autour des yeux (dixit ma petite-fille)"
poesie;BelPhilippe4;|"Jouer sur les mots jouer avec les maux...et les petits bonheurs. 😉 J'écris pour moi j' écris pour vous; et avoir des retours est aussi un plaisir ...❤️"|
poesie;ppicaboo;"日新又日新~"
poesie;dkp_copywriting;"Écriveur https://t.co/Kf1lvcDYT9"
poesie;Alisazvezdica99;"Love*Earth*Nature*Forest*Flower*River*Sun *Star*Ocean*Sand*Wind*Organic Food*Clean Water*Human & Animals rights*"
poesie;AsiyaMiya;"The Wanderer and her Shadow"
poesie;ConteurDeNotes;|"Troubadour et trouvère,
Contemplateur des jours ;
Une strophe par jour,
Et vogue la galère."|
poesie;missi_do;""
poesie;Jul_Atarax;|"Peintre et écrivain.
Auteur du Grand Nihilisme.
En vente ici : https://t.co/aDWjnFTPnn…"|
poesie;PhilThePoete;"Bonjour, Bonsoir, Bonne nuit... Ici il y a de la poésie, de l'humour, du hockey et des jeux vidéos... Drôle de mélange, mais c'est moi !!"
poesie;Mendoza_Maldita;|"Poète et écrivain
la #poesía es el metalenguaje de la libertad"|
lovestory;The_best_man_57;|"Hello, PJ, 29 ans. Accros aux médias, Passionné de talk-show, Twittos Addict. 🐻 + 🏳️‍🌈 #Bear #Gay #Prepeur

Comptable immobilier - Spécialité Co-Propriétés"|
lovestory;Mouhame16955831;"Dakar,Sénégal @ol❤️💙"
lovestory;Bowzyofficiel;|"Musicien hip-hop rnb / WorldMusic ; Guitarist 🎸   Music/Mode / Entrepreneur
Contact : 00221770514846"|
lovestory;udaychay123;"Die hard fan of @chay_akkineni and @msdhoni liked @tarak9999 @urstrulyMahesh"
lovestory;Busybii;|"Beug Baye Insa Rouhou Lahi 
#bcmirl 

Twitter isn't real life 🤝 - kaf fo rée 🤫 - pour le fun

PSG My Team, Okocha The Best

💍💕Bae🅱️"|
lovestory;Enzo42261543;"Pendant que le sage montre la lune l'idiot regarde le doigt"
lovestory;MelieSand;|"Écrivain de romans young et new adult.
@1221Editions et Univers Poche
@ditionsHeartle1"|
lovestory;alouh527;"#TeamOM ~🇦🇷"
lovestory;Annaaa__N;"From Allah, By Allah, For Allah,To Allah❤ Dieureudieufeii KHADIMOUL RASSOUL❤️✨ @PSG_inside 🔥💕@Lakers🏀@neymarjr💍❣️@AnnanasNdeye is my babe📎🤍"
lovestory;Brossette90;"Entertainment!!!!"
lovestory;AngelinoPapis;|"||God is One☝🏽|| Coeur❤️ d'un Mouride, Esprit🧠 d'un Baye Fall, Âme💫 d'un Layenne. Gestionnaire👨🏾‍🎓||@Psg_inside❤️💙@Mancity💙🦈#𝐎𝐭𝐚𝐤𝐮🀄
𝕯𝖊𝖒𝖘🖖🏽𝖎𝖊"|
lovestory;Fleur_Des_Anges;"Mélodie. Gothique Romantique. Chanteuse. J'aime les animaux, la musique et le cinéma. Fan du beau chanteur Sam Smith que j'aime du plus profond de mon coeur💗💗"
lovestory;Mk_15338245;""
lovestory;Ternura4444;"In the end, only three things matter: how much you loved, how gently you lived, & how gracefully you let go of things not meant for you."
lovestory;wordsandmore1;"Parole, informazione e oltre per passione profilo collegato a @ilsalottodiCeci"
lovestory;hannah__emory;|"she/her 🌻 musician, dancer, poet, visual artist 🌻
🌘 do right. fear nothing. 🌔"|
lovestory;DebraUllrick;Description non trouvée
lovestory;mhd_laminee;"🇸🇳_🇨🇦 Etudiant en Maintenance informatique et réseaux R A P T I S be faithful to who you are... @FCB"
lovestory;InkedOreo;Description non trouvée
lovestory;NdiayeJulienne;|"créatrice de la marque de chaussures #Marosy
https://t.co/LONqBaBuk7
une parisienne fossettée ❤💙 PSG 😍❤"|
lovestory;SanoussyDiop;"♤S_A_N_O_U_S_S_Y M_O_U_S_T_A_P_H_A♤ Med_Stud💉📚♡ P_A_R_I_S_I_E_N🚀⚽️🗼"
lovestory;EmilieMouille;"Suppamom lifestyle"
lovestory;ayu_rezzaayu;Description non trouvée
lovestory;Jr1brahimaNdao;|"🌵🌵
I'm a wave🌊
Cactus Jack🤎
TGOD💚
PSG💙❤Arsenal♥️Man City💙 K D B
GALSEN💚💛❤🇸🇳
J'avoue je suis un peu parano ou tokhh doff
I Lov Music
Développeur"|
lovestory;KenzaSMG;"French Fashion, Beauty & Lifestyle blogger/youtuber since 2008 / TV host. Paris based. kenzasmg@gmail.com"
lovestory;MamyKa9;"Fossettée❤️et débordante de vie🦋Full of positive vibes💚Adouna is sololess📌Forte,Folle,Fantastique💘partenariats/pubs 🤝DIPDOUNDOUGUISSS🎤❤️ 1m57🧚🏽‍♀️"
lovestory;SanguPatriote;"Suivez moi sur Instagram avec le nom de patriote sangu.                  https://t.co/abwXpmwQca"
lovestory;Piatek911;Description non trouvée
lovestory;1drole2video;|"instagram 📲 

@RhythmAndPunchline
@RhythmAndPartage"|
lovestory;chypnou;"Nounou 🚜 campagne bordelaise🦄Make up addict💄bouquins 📚 cuisine 🍰 télé 🖥 #Autisme 💙  vinted 👗"
lovestory;Boubacar_Niasse;"𝙶𝚛𝚊𝚙𝚑𝚒𝚌 𝚍𝚎𝚜𝚒𝚐𝚗𝚎𝚛🎬𝐒𝐮𝐬𝐭𝐚𝐢𝐧𝐚𝐛𝐥𝐞 𝐝𝐞𝐯𝐞𝐥𝐨𝐩𝐦𝐞𝐧𝐭 𝐞𝐧𝐠𝐢𝐧𝐞𝐞𝐫🌱𝑪𝒉𝒆𝒊𝒓𝒂𝑭𝒂𝒍𝒍💡 𝘼𝙝𝙢𝙖𝙙𝙤𝙪 𝘽𝙖𝙢𝙗𝙖 𝚙𝚘𝚒𝚗𝚝🤍"
lovestory;galacticvers;"#Versosgalácticos+Paint designs+mis ojos leen español, my conscientious translates it into english et mon subconscient l'interprèt en français+ #poetrycommunity"
lovestory;joop_ibrahim;|"Enseignant.Amoureux du cuir⚽. Blogueur en herbe. 


ce que le public te reproche, cultive le, c'est toi


 https://t.co/SLpQ2ZrjAe"|
lovestory;Neymarmed10;|"“Savoir écouter, c’est posséder, outre le sien, le cerveau des autres.”
@realmadrid 💯 @casa_del_futbol ❤📌
@NeymarJr ❤☄"|
lovestory;VivementLundi;"Films and TV series producer. Cartoon Tribute for Best European producer 2015. #OscarNom2020. Spirit animal : Robert Mitchum. #stopmotion #documentary #Bretagne"
lovestory;Abdoulaye_13_39;"Qu'Allah nous protège et nous donne la force nécessaire afin accomplir nos souhaits 🙏🏾🙏🏾 @PSG_inside Parisien un jour parisien pour toujours ❤💙"
lovestory;yayajr8;"just a normal lad❤️ God is my only one Hope 🙏🏽 Follow the Process #Liverpool best club in the World ⚽"
lovestory;Je_Pense_Tout_O;Description non trouvée
lovestory;Cherie25tv;"Bienvenue sur le Twitter officiel de #Chérie25, la chaîne 25 de la TNT ! #SNAPPED #UneFemmeDHonneur #PDS #TheGoodWife  #Forever #Sanditon"
lovestory;bingiewinkyg;|"Une lebou qui adore le Mafé❤️ || Barça💙❤️ || LeoMessi’s wife🖇♥️💍 || Ter❤️- Ansu🤍 - Gana❤️ || 📍🇸🇳"|
lovestory;ilsalottodiCeci;"ilsalottodicecisimo@gmail.com https://t.co/xOUuIAp0Sj profilo collegato a @wordsandmore1 e @SalottoLibri"
lovestory;layebop4PF;"❤️💙x🔴⚫️"
lovestory;saucin_nadia;"👻 𝗻𝗮𝗱𝗶𝗮_𝘀𝗮𝘂𝗰𝗶𝗻"
lovestory;DrameMouctar1;"Banquier, Manager, specialist in human resources management #RHlife  #Recrutement #Football #PSG #Kebetou"
lovestory;patschum;"Directeur des Antennes et Programmes Régionaux - France 3"
lovestory;bathie39;"@fcbarcelona Mes Que Un Club."
lovestory;mingas_as;|"j’exprime ma pensée|| citoyen du monde|| Doxadëm || Zundumu mbedd || Nitt kén douko Torokhal || Nitt kén douko Khép || Nitt kén douko Toutal"|
lovestory;NdiayeGaindeSn1;|"👉🏿 || Manchester United - Marseille - Rap - Digitale ||🖖🏿"|
lovestory;babacar_ibn;"Adouna amoul solo! 😂😁😂 #BARCA #OM 💚💛❤️ Sénégal!🇸🇳🇸🇳🇸🇳 #teamOM #Panafricanisme #Communication #Integration"
lovestory;UneReiine;"Parle moi bien , je suis pas ta pote 🙂 #Miss_Colombo #Bi #Pire_Cauchemar IG: Taacko_"
lovestory;meilleur_tv;"Ici vous verrez le meilleur de l'actualité en particulier de football, tennis et de politique, sujets qui m tiennent à coeur."
lovestory;lilidu87;""
lovestory;CarraghSheridan;"Amo, sogno e scrivo ✍️ Novels & Romance historical and contemporary. Per scrivermi: carraghsheridan@gmail.com, my FB: https://t.co/Yf62Fbvk78"
lovestory;matsuteia;""
lovestory;birane_b;|"CM || Redact✍🏾 || Entre le clavier et la chaise all day long ! #Processing....! #RealMadrid #TeamOM"|
lovestory;AmbargoAmricai1;Description non trouvée
lovestory;Grcemarina2;|"je procure de la joie peu importe mes humeurs || 👻: marinapouambo"|
lovestory;GetTheLookMC;"I choose looks for @mariahcarey :) maybe she will like it ! I will work for her style one day :) #Lambily"
lovestory;JemimaTunani;|"Jésus-Christ revient bientôt🙏
🇨🇩Leopards un jour,Simba pour toujours✋
Blaugrana💙❤

lingala meilleure langue💖👌"|
lovestory;Alaadjibah;|"Paris pour la vie,ma passion est née de votre haine
Parisien pour la vie🗼⚽⚽⚽⚽💪"|
lovestory;ameenatandiaye;"Agent de Banque 👩🏾‍💻. Bismillah et bienvenue dans mon univers ☺️🙏🏾❤️"
lovestory;MamadouJohn1;|"Si tu ne comptes pas tes LDC avec au moins 2 mains ne te compares pas au meilleur club du monde mondial.
Real Madrid, Man U, SR4 and CR7 (the GOAT🐐) are bae ♥️"|
lovestory;newmmie;"indian fever"
lovestory;weebitori;"salu ça piche I @weebiali @weebinini I🤍 s #girlssupportgirls l she/her"
lovestory;lauthentic9;"Loin d’être pieux,j’essaye juste de le devenir 🙏🏾.....un faible pour le jaaraf de Dakar, Milan et PSG ❤️"
lovestory;MDiankha_;"ONE LOVE❤#Cheikh Ibrahim Rta @psg_inside⚽ #WearetheNorth🏀 Go Follow @trollerfoot🇸🇳⚽"
lovestory;BlissStories;"Bliss.Stories est le premier podcast sans filtre sur la grossesse et l'accouchement : des histoires de maternité puissantes et inspirantes ⚡️🎙️⚡️"
lovestory;Thionizi;"#YNWA"
lovestory;MameOusmaneSar3;|"Étudiant en sciences économiques et de gestion à l'université de Thiès ✨💯
Mbaxal Sama Side 👊🏿
#MousTarchid4Ever
#PsgFans 💙♥️"|
lovestory;JulieB60;|"Graphiste & Illustratrice 
イラストレーター 🌹 FOOD 🍽"|
lovestory;TorodoGaloya;"What did you expect?"
lovestory;BayeGorguiSeck;|"La liberté consiste à pouvoir faire tout ce qui ne nuit pas à autrui☘
Juriste en devenir👨‍🎓⚖🙏"|
lovestory;lbenotmane;"Journaliste @ouestfrance #Rennes"
lovestory;BaneFatoumata;"«La vida es una y es un carnaval »"
lovestory;Zakgin;"Je dis tout ce qui me passe par la tête mais respirez ce ne sont que des mots et des idées, je suis ouvert au débat !"
lovestory;idrissa___;|"la ilaha ilaLah,Mohammad rassoul Lah || Bamba Notre guide ||S.SaLiou Mbacké-As-sâliha❤️ || @sunumarket_sn 🏡|| Barça|| OM|| #Messi😍 || #Super_Etoile || #Buzzlab || #92i"|
lovestory;othmanbenothman;"Insta:Othmanbenothman_ x Snap:Toto-hearns x"
