['hashtag']|I live the life I love.|https://twitter.com/SierraJuliet_
['hashtag']|"Créateur de l'univers autours du webcomic Bloody Bastard (sur Amilova et Mangadraft) mais pas que...
J'écris aussi de temps en temps (Wattpad)."|https://twitter.com/Andy0042
['hashtag']|"We 😍 Romance 📚 You write it, we tweet it!

#amreadingromance #bookdeals #freebooks #writerslift"|https://twitter.com/AlphasEverAfter
['hashtag']||https://twitter.com/tiagolvrose
['hashtag']|Ela/Dela 🏳️‍🌈 - Já atingiu o limite de leitores do astronauta infernal. Não tenho como adicionar mais ninguém. Acesse o novo blog:|https://twitter.com/_Astronautaa
['hashtag']|Cosplayeuse française, disney fan, vlogueuse, fan Miraculous et Hazbin HÔTEL|https://twitter.com/YukikoCosplay
['hashtag']|"아마 그 곳이 𝒎𝒊 𝒄𝒂𝒔𝒂 🐺
𝐘𝐨𝐨𝐧𝐦𝐢𝐧윤민  𝐕𝐡𝐨𝐩𝐞뷔홉 𝐍𝐚𝐦𝐤𝐨𝐨𝐤남국🌌

BLM ✊🏻✊🏼✊🏽✊🏾✊🏿
𝑱'𝒆́𝒄𝒓𝒊𝒔 𝒄𝒆 𝒒𝒖𝒆 𝒋'𝒂𝒊𝒎𝒆𝒓𝒂𝒊𝒔 𝒍𝒊𝒓𝒆 📖"|https://twitter.com/HopeWorld9822
['hashtag']|Writer of the Morgan Olsen and Hypernaturals book series|https://twitter.com/cjstevens2018
['hashtag']|Que serait un monde sans proverbes ?|https://twitter.com/MrProverbe
['hashtag']|Compte des ambassadeurs et ambassadrices francophones @Wattpad. N'hésitez pas à nous poser vos questions.|https://twitter.com/AmbsFRWattpad
['hashtag']|Envie de lire des histoires douces et pleines d'amour entre Louis et Harry ? rejoignez moi sur wattpad. Je n'aime que les fins heureuses, c'est promis ❤|https://twitter.com/AHoran1996
['hashtag']|¿! ATSU ☹︎/♡︎ MU 🥡 !! ## ^__^あなたの心を空にし、風に従い、そして後押しを得るジャンプで...ステップ...ジャンプ！飛ぶ、高く飛ぶ！*** matching w @iTINYASAHI & @BokeTrashh|https://twitter.com/CRYB4BYTSUMU
['hashtag']|"Autrice sur #Wattpad 🧡|| L3 Magistère de maths || „il est grand temps de rallumer les étoiles“ — G. Apollinaire 🖋🍂🍁"|https://twitter.com/ohhhmyhoneyy
['hashtag']|"Écrivaine : Romance, SFFF, Contemporain. (YA/NA)
8 romans écrits
Créatrice de @CommuAuteurs 
Mail : EllaSawyerAuteure@gmail.com"|https://twitter.com/EllaSawyerBook
['hashtag']|"Il est dit que la vie est un art difficile et l’amour un remède fragile..... Vivons alors l’instant présent.... 
Ou vont les rêves lorsqu'ils s'endorment ?✨"|https://twitter.com/PourquoiPasToi
['hashtag']|Florian, 23 ans. J'écris pour le plaisir sur @Scribay. J'aime l'histoire et la musique traditionnelle. Je consomme beaucoup de diffusions sur @Twitch.|https://twitter.com/Florian85V
['hashtag']|Autrice amateur, Wattys 2020 avec Aurora -T1: Les Perles de Vie (Planet-opera, Space-opera, Science-Fantasy), catégorie SF francophonie #imaginaire #sfff|https://twitter.com/Perosiav
['hashtag']|rt bot for #RENJUN and #HAECHAN ♡ she/her !!|https://twitter.com/renhyuckrtbot
['hashtag']|Hello, I'm Eden Shusaku, a complete mess uploaded on a weird guy with a yandere and a cat inside. Don't hesitate to say hi !|https://twitter.com/EShusaku
['hashtag']|"Une Otaku de 19 ans qui dessine et écrit des livres
❤️🇯🇵Japan
🌌🥺👉👈"|https://twitter.com/YukiZoldyck1
['hashtag']|"× Wattpad : Mad_Daph


× All I wanna say is that they don't even care about us.


× Why so serious ?"|https://twitter.com/Daph_Pride
['hashtag']||https://twitter.com/emmanuelt2003
['hashtag']|MISUNDERSTOOD 🙃 LEO ♌️ I’m 23 😌 REALIST 🤞🏾 SINGLE 🤸🏾Hippie ☮️ Cashapp:$avaroseeeee|https://twitter.com/avaroseeee
['hashtag']|"Embrace what makes you different. 
*
Misspelling in my tweets? Probably. I'm not a robot.
*
Vegetarian. Feminist. Humanist. Ecofriendly. 
*
She/Her/Elle"|https://twitter.com/MahryneOff
['hashtag']|Fille adoptive d'Orochimaru, souffrante de dysmorphophobie 🐍 J’ai la #PS5 tu penses la détrôner dans ma vie ? #TWITCH : Sasskeh_ #YOUTUBE : Sasskeh|https://twitter.com/Sasskeh
['hashtag']||https://twitter.com/donghyu7ck
['hashtag']||https://twitter.com/nattsumo1991
['hashtag']|Classy, Chill, & Fun #MJFan|https://twitter.com/_thatgirlkels_
['hashtag']|Rêveuse, loufoque et passionnée de littérature et d'écriture, je suis une personne qui aime interagir avec les autres.  Correctrice, relectrice et traductrice.|https://twitter.com/DeweireldZ
['hashtag']|Dr en Zoologie, faunisticienne🐦🐸🐯🐍, autrice SFFF✒⚔🛸, lectrice 📙, cinéphile 🎬, chouette streameuse 🦉, droguée au thé 🍵  et chocolat 🍫🐱🐱🐱🐱🐱🐱🐹|https://twitter.com/AnaisSciences
['hashtag']|Ecrivain|https://twitter.com/MKalatas
['hashtag']|"BTS 💜 ARMY 💜
Retrouvez mes histoires sur Wattpad ✒
https://t.co/8nrPyimrf9…

💜

IG : hopetofly_fr"|https://twitter.com/HOPETOFLY_FR
['hashtag']|This Acc currently ‘hijacked’ by Alien 👽 Jester. MG18💫Trash. iStan the Quirky SHEN YUE! 💛Wang HeDi makes Sichuanese accent Fashionable! Fan of JAY CHOU|https://twitter.com/ChillOther
['hashtag']|Liberté me voilà, entre deux tasses de café.|https://twitter.com/NosMondes
['hashtag']|📚Autrice chez éditions Hlab by @HachetteRomans 📆 AVRIL Tome 1 Ep. 1, sortie 2021|https://twitter.com/como_lea
['hashtag']|Autrice 📚📝 de SFFF 🛸⚔⚙; Bloggueuse 🖥✏ ;Médiatrice culturelle et Archéologue 🏺🗿 ; Star Wars ; 🐱🐱🐱 ; Blairelle streameuse 🦡 et ne sourit pas :l|https://twitter.com/XianMoriarty
['hashtag']|Écrivaine SFFF, grande amatrice d'imaginaire, naviguant entre fantasy et steampunk.|https://twitter.com/Sombrefeline
['hashtag']|Akun rumput🌱|https://twitter.com/luckypeachh
['hashtag']|"🔭 Auteure de SF & étudiante en Lettres Modernes 📚 ""Le Nouveau Millénaire"" sur Amazon 📩 : paulinedjrdauteure@gmail.com / https://t.co/aMUteLvU6r"|https://twitter.com/AuteureDjrd
