['hashtag']|I live the life I love.|https://twitter.com/SierraJuliet_||False
['hashtag']|"Créateur de l'univers autours du webcomic Bloody Bastard (sur Amilova et Mangadraft) mais pas que...
J'écris aussi de temps en temps (Wattpad)."|https://twitter.com/Andy0042|https://www.facebook.com/tacitus.be/|False
['hashtag']|"We 😍 Romance 📚 You write it, we tweet it!

#amreadingromance #bookdeals #freebooks #writerslift"|https://twitter.com/AlphasEverAfter||False
['hashtag']||https://twitter.com/tiagolvrose||False
['hashtag']|Ela/Dela 🏳️‍🌈 - Já atingiu o limite de leitores do astronauta infernal. Não tenho como adicionar mais ninguém. Acesse o novo blog:|https://twitter.com/_Astronautaa|https://linktr.ee/_astronautaa|False
['hashtag']|Cosplayeuse française, disney fan, vlogueuse, fan Miraculous et Hazbin HÔTEL|https://twitter.com/YukikoCosplay||False
['hashtag']|"아마 그 곳이 𝒎𝒊 𝒄𝒂𝒔𝒂 🐺
𝐘𝐨𝐨𝐧𝐦𝐢𝐧윤민  𝐕𝐡𝐨𝐩𝐞뷔홉 𝐍𝐚𝐦𝐤𝐨𝐨𝐤남국🌌

BLM ✊🏻✊🏼✊🏽✊🏾✊🏿
𝑱'𝒆́𝒄𝒓𝒊𝒔 𝒄𝒆 𝒒𝒖𝒆 𝒋'𝒂𝒊𝒎𝒆𝒓𝒂𝒊𝒔 𝒍𝒊𝒓𝒆 📖"|https://twitter.com/HopeWorld9822|https://my.w.tt/hLaitmKgWcb|False
['hashtag']|Writer of the Morgan Olsen and Hypernaturals book series|https://twitter.com/cjstevens2018|https://www.hypernaturalsbooks.com/|False
['hashtag']|Que serait un monde sans proverbes ?|https://twitter.com/MrProverbe||False
['hashtag']|Compte des ambassadeurs et ambassadrices francophones @Wattpad. N'hésitez pas à nous poser vos questions.|https://twitter.com/AmbsFRWattpad|https://www.wattpad.com/user/AmbassadorsFR|True
['hashtag']|Envie de lire des histoires douces et pleines d'amour entre Louis et Harry ? rejoignez moi sur wattpad. Je n'aime que les fins heureuses, c'est promis ❤|https://twitter.com/AHoran1996|https://www.wattpad.com/user/Plusdouxquelesoleil?utm_source=android&utm_medium=twitter&utm_content=s|True
['hashtag']|¿! ATSU ☹︎/♡︎ MU 🥡 !! ## ^__^あなたの心を空にし、風に従い、そして後押しを得るジャンプで...ステップ...ジャンプ！飛ぶ、高く飛ぶ！*** matching w @iTINYASAHI & @BokeTrashh|https://twitter.com/CRYB4BYTSUMU||False
['hashtag']|"Autrice sur #Wattpad 🧡|| L3 Magistère de maths || „il est grand temps de rallumer les étoiles“ — G. Apollinaire 🖋🍂🍁"|https://twitter.com/ohhhmyhoneyy|https://www.wattpad.com/user/Laetis_honeygirl|True
['hashtag']|"Écrivaine : Romance, SFFF, Contemporain. (YA/NA)
8 romans écrits
Créatrice de @CommuAuteurs 
Mail : EllaSawyerAuteure@gmail.com"|https://twitter.com/EllaSawyerBook|https://linktr.ee/EllaSawyer|False
